"Block","Phase","Trial","RunningTime","Cue","Image","CorrResp","Resp","Accuracy","ISI","RT_from_CueOnset","ITI","subID"
2,2,163,832.79,1,2,2,1,0,4,7.53,0.5,36
2,2,164,841.57,1,1,1,2,0,8,1.69,1.5,36
2,2,165,855.34,2,1,1,1,1,4,5.78,4.5,36
2,2,166,868.11,1,2,2,1,0,4,0.93,3.5,36
2,2,167,879.87,4,3,3,4,0,4,5.98,3.5,36
2,2,168,891.64,2,1,1,1,1,8,10.17,0.5,36
2,2,169,904.41,1,1,1,1,1,6,4.13,3.5,36
2,2,170,918.18,4,4,4,4,1,8,9.97,2.5,36
2,2,171,932.94,4,3,3,4,0,8,1.61,1.5,36
2,2,172,946.71,3,4,4,4,1,4,5.64,4.5,36
2,2,173,959.48,1,1,1,1,1,6,8.58,4.5,36
2,2,174,974.25,1,1,1,1,1,6,8.04,6.5,36
2,2,175,991.01,2,2,2,2,1,6,8.07,0.5,36
2,2,176,1001.78,2,2,2,2,1,8,0.63,1.5,36
2,2,177,1015.55,3,3,3,3,1,6,7.68,4.5,36
2,2,178,1030.32,2,2,2,1,0,8,10.33,0.5,36
2,2,179,1043.08,2,1,1,1,1,6,0.59,5.5,36
2,2,180,1058.85,1,1,1,1,1,8,9.73,4.5,36
1,1,1,0.5,1,1,1,1,1,1,2.74,0.5,37
1,1,2,5.28,1,1,1,1,1,1,2.12,1.5,37
1,1,3,11.05,4,4,4,4,1,1,2.75,0.5,37
1,1,4,15.81,2,2,2,2,1,1,2.34,1.5,37
1,1,5,21.58,3,4,4,3,0,1,2.17,1.5,37
1,1,6,27.34,4,4,4,4,1,1,2.24,0.5,37
1,1,7,32.12,1,1,1,1,1,1,2.15,2.5,37
1,1,8,38.89,4,4,4,4,1,1,2.46,0.5,37
1,1,9,43.67,1,1,1,1,1,1,1.1,1.5,37
1,1,10,49.44,4,3,3,4,0,1,1.15,2.5,37
1,1,11,56.2,3,4,4,4,1,1,2.43,1.5,37
1,1,12,61.97,1,1,1,1,1,1,0.64,1.5,37
1,1,13,67.73,3,3,3,3,1,1,2.18,1.5,37
1,1,14,73.51,2,2,2,2,1,1,1.17,1.5,37
1,1,15,79.28,2,1,1,2,0,1,1.13,0.5,37
1,1,16,84.06,1,2,2,1,0,1,0.97,1.5,37
1,1,17,89.83,4,4,4,4,1,1,2.27,2.5,37
1,1,18,96.59,4,3,3,3,1,1,2.25,0.5,37
1,1,19,101.36,2,2,2,2,1,1,2.06,3.5,37
1,1,20,109.12,4,4,4,4,1,1,2.17,5.5,37
1,1,21,118.9,1,1,1,1,1,1,1.12,0.5,37
1,1,22,123.67,4,3,3,4,0,1,1.67,0.5,37
1,1,23,128.45,2,2,2,2,1,1,1.36,0.5,37
1,1,24,133.23,4,4,4,4,1,1,2.57,2.5,37
1,1,25,140,3,3,3,3,1,1,2.56,0.5,37
1,1,26,144.78,2,2,2,2,1,1,1.32,3.5,37
1,1,27,152.56,2,1,1,1,1,1,2.23,0.5,37
1,1,28,157.32,1,1,1,1,1,1,2.23,0.5,37
1,1,29,162.11,3,3,3,3,1,1,2.53,0.5,37
1,1,30,166.87,4,4,4,4,1,1,2.19,1.5,37
1,1,31,172.64,4,4,4,4,1,1,2.26,1.5,37
1,1,32,178.4,4,4,4,4,1,1,0.87,5.5,37
1,1,33,188.17,4,3,3,4,0,1,1.07,4.5,37
1,1,34,196.95,3,4,4,4,1,1,2.35,0.5,37
1,1,35,201.71,3,4,4,3,0,1,2.09,0.5,37
1,1,36,206.5,3,4,4,4,1,1,2.35,0.5,37
1,1,37,211.26,2,2,2,2,1,1,2.26,0.5,37
1,1,38,216.03,3,3,3,3,1,1,2.16,4.5,37
1,1,39,224.81,1,1,1,1,1,1,1.04,1.5,37
1,1,40,230.57,3,3,3,3,1,1,2.16,4.5,37
1,1,41,239.35,1,1,1,1,1,1,0.99,5.5,37
1,1,42,249.13,3,3,3,3,1,1,2.18,0.5,37
1,1,43,253.9,1,1,1,1,1,1,0.98,0.5,37
1,1,44,258.68,1,2,2,1,0,1,0.9,0.5,37
1,1,45,263.45,3,4,4,3,0,1,1.74,0.5,37
1,1,46,268.21,2,2,2,2,1,1,1.15,3.5,37
1,1,47,275.99,2,2,2,2,1,1,2.28,0.5,37
1,1,48,280.76,1,2,2,2,1,1,2.21,0.5,37
1,1,49,285.54,2,2,2,2,1,1,2.17,0.5,37
1,1,50,290.31,1,1,1,1,1,1,2.24,0.5,37
1,1,51,295.07,1,1,1,1,1,1,2.22,4.5,37
1,1,52,303.85,2,1,1,2,0,1,0.72,5.5,37
1,1,53,313.62,2,1,1,2,0,1,2.07,0.5,37
1,1,54,318.4,3,3,3,3,1,1,2.93,1.5,37
1,1,55,324.18,3,3,3,3,1,1,2.63,2.5,37
1,1,56,330.95,1,2,2,2,1,1,3.07,0.5,37
1,1,57,335.73,2,2,2,2,1,1,2.45,2.5,37
1,1,58,342.51,4,4,4,NA,NA,1,NA,0.5,37
1,1,59,347.28,2,2,2,2,1,1,2.39,0.5,37
1,1,60,352.06,3,4,4,4,1,1,2.34,1.5,37
1,1,61,357.82,2,1,1,1,1,1,2.32,2.5,37
1,1,62,364.59,3,3,3,3,1,1,2.57,3.5,37
1,1,63,372.37,4,4,4,4,1,1,2.36,0.5,37
1,1,64,377.13,2,1,1,1,1,1,2.7,2.5,37
1,1,65,383.92,3,3,3,3,1,1,2.25,0.5,37
1,1,66,388.68,2,2,2,2,1,1,2.28,8,37
1,1,67,400.96,3,4,4,4,1,1,2.15,0.5,37
1,1,68,405.73,4,3,3,3,1,1,2.19,0.5,37
1,1,69,410.51,2,1,1,2,0,1,2.04,3.5,37
1,1,70,418.29,1,1,1,1,1,1,2.27,1.5,37
1,1,71,424.06,3,4,4,4,1,1,2.15,5.5,37
1,1,72,433.84,1,2,2,2,1,1,2.29,0.5,37
1,1,73,438.62,2,2,2,2,1,1,2.26,0.5,37
1,1,74,443.38,4,4,4,4,1,1,2.14,0.5,37
1,1,75,448.16,3,4,4,4,1,1,2.4,2.5,37
1,1,76,454.93,4,4,4,4,1,1,2.42,2.5,37
1,1,77,461.69,3,3,3,3,1,1,2.47,0.5,37
1,1,78,466.46,2,1,1,1,1,1,2.51,0.5,37
1,1,79,471.23,1,2,2,2,1,1,2.4,0.5,37
1,1,80,475.99,4,3,3,3,1,1,2.4,0.5,37
1,1,81,480.76,1,2,2,2,1,1,2.44,4.5,37
1,1,82,489.54,2,2,2,2,1,1,2.44,0.5,37
1,1,83,494.3,3,3,3,3,1,1,2.3,5.5,37
1,1,84,504.08,4,3,3,3,1,1,2.7,3.5,37
1,1,85,511.85,3,3,3,3,1,1,2.44,1.5,37
1,1,86,517.61,3,3,3,3,1,1,3.09,1.5,37
1,1,87,523.38,4,4,4,3,0,1,2.86,1.5,37
1,1,88,529.14,1,1,1,1,1,1,2.29,1.5,37
1,1,89,534.93,2,2,2,2,1,1,2.01,5.5,37
1,1,90,544.69,4,4,4,4,1,1,2.41,3.5,37
1,1,91,552.47,1,1,1,1,1,1,2.14,1.5,37
1,1,92,558.24,4,3,3,3,1,1,2.52,3.5,37
1,1,93,566,1,1,1,1,1,1,1.36,0.5,37
1,1,94,570.77,1,1,1,1,1,1,1.2,0.5,37
1,1,95,575.53,4,3,3,4,0,1,1.2,0.5,37
1,1,96,580.3,1,1,1,1,1,1,1.07,8,37
1,1,97,592.58,2,2,2,2,1,1,1.12,1.5,37
1,1,98,598.34,4,3,3,3,1,1,2.46,3.5,37
1,1,99,606.12,3,3,3,3,1,1,3.2,0.5,37
1,1,100,610.89,2,2,2,2,1,1,0.98,1.5,37
1,2,101,0.51,1,1,1,1,1,6,1.11,3.5,37
1,2,102,14.28,4,3,3,4,0,6,8.03,8,37
1,2,103,32.56,3,4,4,4,1,6,7.88,1.5,37
1,2,104,44.32,3,3,3,4,0,6,1.72,1.5,37
1,2,105,56.1,1,2,2,1,0,4,2.66,2.5,37
1,2,106,66.88,1,1,1,1,1,4,1.44,1.5,37
1,2,107,76.64,3,3,3,4,0,6,7.48,0.5,37
1,2,108,87.42,4,4,4,4,1,6,8.2,6.5,37
1,2,109,104.2,3,3,3,3,1,8,9.84,0.5,37
1,2,110,116.97,2,2,2,2,1,4,5.33,2.5,37
1,2,111,127.75,3,3,3,3,1,8,10.2,3.5,37
1,2,112,143.53,2,1,1,2,0,8,1.28,0.5,37
1,2,113,156.29,2,2,2,2,1,4,1.63,1.5,37
1,2,114,166.07,1,2,2,2,1,6,7.67,0.5,37
1,2,115,176.83,1,2,2,2,1,8,10.06,3.5,37
1,2,116,192.6,3,4,4,3,0,8,10.25,1.5,37
1,2,117,206.38,3,4,4,3,0,4,5.97,4.5,37
1,2,118,219.14,4,4,4,4,1,8,10.44,7.5,37
1,2,119,238.92,4,4,4,4,1,4,6.49,0.5,37
1,2,120,247.7,4,4,4,3,0,4,5.91,1.5,37
1,2,121,257.46,1,1,1,1,1,8,9.78,1.5,37
1,2,122,271.24,3,3,3,3,1,6,7.86,8,37
1,2,123,289.5,4,3,3,4,0,6,7.81,4.5,37
1,2,124,304.28,2,1,1,1,1,4,5.65,0.5,37
1,2,125,313.05,1,1,1,1,1,4,6.05,3.5,37
1,2,126,324.83,3,3,3,3,1,8,10.22,0.5,37
1,2,127,337.61,3,4,4,4,1,4,5.86,0.5,37
1,2,128,346.37,2,2,2,2,1,8,9.98,1.5,37
1,2,129,360.15,2,2,2,2,1,6,8.8,1.5,37
1,2,130,371.93,1,2,2,2,1,8,9.7,8,37
1,2,131,392.21,2,2,2,2,1,4,5.92,8,37
1,2,132,408.47,4,3,3,3,1,4,5.73,0.5,37
1,2,133,417.25,2,2,2,2,1,8,10.16,3.5,37
1,2,134,433.02,4,4,4,4,1,4,5.97,1.5,37
1,2,135,442.8,3,4,4,4,1,6,7.82,1.5,37
1,2,136,454.58,4,3,3,3,1,4,6.11,1.5,37
1,2,137,464.34,1,1,1,1,1,6,7.77,6.5,37
1,2,138,481.12,1,1,1,1,1,6,8.05,5.5,37
1,2,139,496.9,3,4,4,4,1,8,9.86,0.5,37
1,2,140,509.66,1,1,1,1,1,4,6.07,0.5,37
1,2,141,518.45,4,4,4,4,1,8,10.14,0.5,37
1,2,142,531.23,1,1,1,1,1,4,5.66,6.5,37
1,2,143,545.99,2,2,2,2,1,6,7.5,4.5,37
1,2,144,560.77,3,4,4,4,1,8,9.89,3.5,37
1,2,145,576.55,3,3,3,4,0,4,6.07,8,37
1,2,146,592.83,3,3,3,3,1,4,5.99,1.5,37
1,2,147,602.61,1,2,2,2,1,6,7.47,4.5,37
1,2,148,617.37,3,3,3,3,1,8,10.2,6.5,37
1,2,149,636.15,4,4,4,3,0,8,10.3,3.5,37
1,2,150,651.93,4,4,4,4,1,8,9.81,0.5,37
1,2,151,664.69,2,1,1,1,1,6,8.3,5.5,37
1,2,152,680.47,1,2,2,2,1,4,6.17,8,37
1,2,153,696.73,1,1,1,1,1,8,10.08,3.5,37
1,2,154,712.51,3,4,4,4,1,6,7.91,6.5,37
1,2,155,729.27,4,3,3,3,1,4,6.7,1.5,37
1,2,156,739.05,2,1,1,1,1,8,11.25,0.5,37
1,2,157,751.83,1,1,1,1,1,6,8.17,3.5,37
1,2,158,765.6,2,1,1,1,1,8,10.02,1.5,37
1,2,159,779.38,4,4,4,3,0,6,8.22,0.5,37
1,2,160,790.16,4,3,3,3,1,8,10.47,2.5,37
1,2,161,804.92,3,3,3,3,1,6,8.84,8,37
1,2,162,823.18,4,3,3,3,1,8,10.59,2.5,37
1,2,163,837.96,4,4,4,4,1,8,11.08,1.5,37
1,2,164,851.74,2,2,2,2,1,4,6.05,0.5,37
1,2,165,860.51,2,2,2,2,1,4,6.03,2.5,37
1,2,166,871.29,3,3,3,4,0,4,6.99,0.5,37
1,2,167,880.07,1,1,1,1,1,8,10.32,0.5,37
1,2,168,892.83,2,2,2,2,1,8,11.11,8,37
1,2,169,913.11,1,1,1,1,1,6,7.99,0.5,37
1,2,170,923.87,2,1,1,1,1,6,8.01,3.5,37
1,2,171,937.65,1,1,1,1,1,8,9.55,3.5,37
1,2,172,953.41,4,4,4,4,1,4,5.85,4.5,37
1,2,173,966.19,1,1,1,1,1,4,5.95,5.5,37
1,2,174,979.97,2,2,2,2,1,8,10.11,7.5,37
1,2,175,999.74,3,3,3,3,1,4,6.72,0.5,37
1,2,176,1008.52,2,1,1,2,0,4,1.57,1.5,37
1,2,177,1018.3,4,4,4,4,1,6,2.03,8,37
1,2,178,1036.58,2,2,2,2,1,6,7.88,0.5,37
1,2,179,1047.34,2,2,2,2,1,6,7.58,1.5,37
1,2,180,1059.1,4,3,3,3,1,6,7.8,4.5,37
1,1,1,0.5,1,2,2,2,1,1,3.6,0.5,38
1,1,2,5.27,4,4,4,4,1,1,3.03,0.5,38
1,1,3,10.03,3,3,3,3,1,1,2.54,1.5,38
1,1,4,15.8,2,2,2,2,1,1,2.54,1.5,38
1,1,5,21.56,3,3,3,3,1,1,3.29,0.5,38
1,1,6,26.33,3,4,4,4,1,1,3.4,0.5,38
1,1,7,31.11,2,2,2,2,1,1,2.55,0.5,38
1,1,8,35.88,1,1,1,1,1,1,2.55,2.5,38
1,1,9,42.66,3,4,4,4,1,1,2.65,2.5,38
1,1,10,49.44,2,1,1,1,1,1,2.66,1.5,38
1,1,11,55.2,1,1,1,1,1,1,2.21,1.5,38
1,1,12,60.99,4,4,4,3,0,1,2.72,0.5,38
1,1,13,65.75,2,1,1,NA,NA,1,NA,5.5,38
1,1,14,75.52,4,4,4,4,1,1,3.07,5.5,38
1,1,15,85.3,4,4,4,4,1,1,2.55,0.5,38
1,1,16,90.06,3,3,3,3,1,1,2.74,2.5,38
1,1,17,96.84,4,4,4,4,1,1,2.22,2.5,38
1,1,18,103.62,4,4,4,3,0,1,2.19,3.5,38
1,1,19,111.39,2,2,2,1,0,1,2.11,4.5,38
1,1,20,120.17,4,4,4,4,1,1,2.67,0.5,38
1,1,21,124.94,1,2,2,2,1,1,2.83,2.5,38
1,1,22,131.7,3,3,3,3,1,1,2.76,0.5,38
1,1,23,136.47,3,3,3,3,1,1,2.14,1.5,38
1,1,24,142.23,3,3,3,3,1,1,0.54,1.5,38
1,1,25,148.01,3,4,4,3,0,1,0.78,2.5,38
1,1,26,154.78,1,1,1,2,0,1,2.8,1.5,38
1,1,27,160.56,3,4,4,4,1,1,2.97,0.5,38
1,1,28,165.33,3,4,4,4,1,1,2.75,0.5,38
1,1,29,170.09,2,2,2,2,1,1,2.68,0.5,38
1,1,30,174.86,3,3,3,4,0,1,2.3,0.5,38
1,1,31,179.62,2,2,2,2,1,1,2.6,0.5,38
1,1,32,184.39,3,4,4,4,1,1,2.75,0.5,38
1,1,33,189.15,4,4,4,4,1,1,2.56,0.5,38
1,1,34,193.92,1,1,1,1,1,1,2.64,4.5,38
1,1,35,202.68,1,1,1,1,1,1,2.57,0.5,38
1,1,36,207.45,4,3,3,3,1,1,3.54,2.5,38
1,1,37,214.21,2,2,2,2,1,1,2.63,1.5,38
1,1,38,219.98,2,2,2,2,1,1,0.57,0.5,38
1,1,39,224.74,1,1,1,1,1,1,3.67,0.5,38
1,1,40,229.51,4,3,3,3,1,1,2.74,0.5,38
1,1,41,234.27,4,4,4,4,1,1,3.03,8,38
1,1,42,246.54,3,3,3,3,1,1,2.83,1.5,38
1,1,43,252.3,2,2,2,2,1,1,2.7,2.5,38
1,1,44,259.07,2,2,2,2,1,1,2.68,0.5,38
1,1,45,263.83,3,3,3,3,1,1,2.81,0.5,38
1,1,46,268.6,2,2,2,2,1,1,3.04,0.5,38
1,1,47,273.36,2,2,2,2,1,1,2.48,1.5,38
1,1,48,279.13,3,3,3,3,1,1,2.73,1.5,38
1,1,49,284.89,1,1,1,1,1,1,2.9,8,38
1,1,50,297.17,2,2,2,2,1,1,2.49,0.5,38
1,1,51,301.94,4,4,4,3,0,1,3.09,5.5,38
1,1,52,311.72,4,3,3,3,1,1,2.78,5.5,38
1,1,53,321.5,1,1,1,1,1,1,2.77,0.5,38
1,1,54,326.27,2,1,1,1,1,1,2.48,0.5,38
1,1,55,331.05,2,2,2,2,1,1,2.48,0.5,38
1,1,56,335.83,1,1,1,1,1,1,3.1,3.5,38
1,1,57,343.59,4,4,4,4,1,1,3.02,1.5,38
1,1,58,349.38,3,3,3,3,1,1,2.93,0.5,38
1,1,59,354.14,1,1,1,1,1,1,2.76,0.5,38
1,1,60,358.91,4,4,4,4,1,1,3.42,0.5,38
1,1,61,363.67,1,2,2,2,1,1,2.62,4.5,38
1,1,62,372.44,4,3,3,3,1,1,2.94,0.5,38
1,1,63,377.2,1,1,1,1,1,1,2.68,1.5,38
1,1,64,382.97,4,3,3,3,1,1,2.74,0.5,38
1,1,65,387.75,3,4,4,NA,NA,1,NA,1.5,38
1,1,66,393.52,4,3,3,3,1,1,2.96,1.5,38
1,1,67,399.3,4,4,4,3,0,1,3.58,1.5,38
1,1,68,405.06,2,2,2,2,1,1,2.52,1.5,38
1,1,69,410.83,3,3,3,NA,NA,1,NA,3.5,38
1,1,70,418.61,1,1,1,1,1,1,2.77,0.5,38
1,1,71,423.37,4,3,3,3,1,1,3.02,1.5,38
1,1,72,429.16,2,1,1,1,1,1,2.4,1.5,38
1,1,73,434.92,1,1,1,1,1,1,2.96,5.5,38
1,1,74,444.69,1,1,1,1,1,1,2.36,3.5,38
1,1,75,452.47,1,1,1,1,1,1,3.6,0.5,38
1,1,76,457.23,4,3,3,NA,NA,1,NA,3.5,38
1,1,77,465.01,1,2,2,2,1,1,2.48,3.5,38
1,1,78,472.8,1,1,1,1,1,1,2.45,3.5,38
1,1,79,480.56,2,2,2,2,1,1,2.55,0.5,38
1,1,80,485.34,3,4,4,NA,NA,1,NA,0.5,38
1,1,81,490.11,2,2,2,2,1,1,2.53,0.5,38
1,1,82,494.87,1,2,2,2,1,1,2.53,4.5,38
1,1,83,503.65,2,2,2,2,1,1,3.37,4.5,38
1,1,84,512.42,3,3,3,3,1,1,2.87,0.5,38
1,1,85,517.2,1,1,1,2,0,1,3.07,2.5,38
1,1,86,523.98,2,1,1,1,1,1,3.03,1.5,38
1,1,87,529.75,3,3,3,3,1,1,3.23,0.5,38
1,1,88,534.53,1,1,1,1,1,1,2.87,0.5,38
1,1,89,539.29,3,3,3,3,1,1,2.98,5.5,38
1,1,90,549.06,4,4,4,4,1,1,3.46,1.5,38
1,1,91,554.84,2,2,2,2,1,1,3.24,3.5,38
1,1,92,562.61,3,4,4,4,1,1,2.7,3.5,38
1,1,93,570.39,4,3,3,3,1,1,2.64,0.5,38
1,1,94,575.15,4,4,4,4,1,1,2.35,1.5,38
1,1,95,580.92,2,2,2,2,1,1,2.53,5.5,38
1,1,96,590.7,3,4,4,4,1,1,3.55,0.5,38
1,1,97,595.46,2,2,2,2,1,1,3.05,2.5,38
1,1,98,602.24,1,1,1,NA,NA,1,NA,0.5,38
1,1,99,607.01,4,3,3,3,1,1,3.18,0.5,38
1,1,100,611.78,1,1,1,1,1,1,2.9,0.5,38
1,2,101,0.5,2,2,2,2,1,8,9.66,0.5,38
1,2,102,13.28,3,3,3,NA,0,8,NA,3.5,38
1,2,103,29.05,3,4,4,4,1,8,10.6,0.5,38
1,2,104,41.83,4,3,3,3,1,8,10.18,0.5,38
1,2,105,54.61,4,4,4,4,1,4,6.47,0.5,38
1,2,106,63.37,1,1,1,1,1,8,9.93,0.5,38
1,2,107,76.15,3,4,4,3,0,8,11.23,0.5,38
1,2,108,88.93,1,1,1,1,1,8,9.87,4.5,38
1,2,109,105.69,3,3,3,3,1,4,6.53,5.5,38
1,2,110,119.47,2,2,2,2,1,8,10.33,1.5,38
1,2,111,133.25,2,2,2,2,1,6,8,6.5,38
1,2,112,150.01,3,3,3,3,1,8,10.73,5.5,38
1,2,113,167.79,1,1,1,1,1,8,10.03,2.5,38
1,2,114,182.57,2,2,2,2,1,4,6.4,3.5,38
1,2,115,194.34,1,1,1,1,1,4,5.9,2.5,38
1,2,116,205.12,1,1,1,2,0,4,6.08,1.5,38
1,2,117,214.9,4,4,4,3,0,6,8.91,3.5,38
1,2,118,228.66,4,3,3,4,0,8,9.65,0.5,38
1,2,119,241.44,3,4,4,4,1,8,10.58,0.5,38
1,2,120,254.22,1,2,2,2,1,6,8.01,4.5,38
1,2,121,268.98,3,4,4,3,0,6,8.26,0.5,38
1,2,122,279.76,2,2,2,2,1,8,10.14,8,38
1,2,123,300.03,4,4,4,4,1,6,8.46,8,38
1,2,124,318.29,4,4,4,4,1,4,5.44,3.5,38
1,2,125,330.07,2,2,2,2,1,6,7.69,0.5,38
1,2,126,340.83,3,3,3,3,1,6,8.08,1.5,38
1,2,127,352.61,1,1,1,1,1,4,5.44,7.5,38
1,2,128,368.39,2,1,1,1,1,4,2.25,8,38
1,2,129,384.67,4,4,4,4,1,8,1.47,0.5,38
1,2,130,397.45,1,1,1,1,1,8,0.95,2.5,38
1,2,131,412.21,3,4,4,2,0,4,1.01,0.5,38
1,2,132,420.99,3,3,3,3,1,4,0.9,4.5,38
1,2,133,433.77,1,1,1,1,1,6,0.91,5.5,38
1,2,134,449.54,2,2,2,2,1,6,1.45,0.5,38
1,2,135,460.32,2,2,2,2,1,8,0.62,1.5,38
1,2,136,474.1,1,1,1,1,1,4,1.19,0.5,38
1,2,137,482.86,3,3,3,3,1,4,1.27,3.5,38
1,2,138,494.64,4,4,4,4,1,8,0.92,1.5,38
1,2,139,508.42,4,3,3,4,0,4,0.71,0.5,38
1,2,140,517.19,2,2,2,2,1,4,6.91,3.5,38
1,2,141,528.97,2,1,1,2,0,6,0.84,0.5,38
1,2,142,539.75,2,1,1,2,0,8,0.78,3.5,38
1,2,143,555.51,4,4,4,4,1,4,0.71,0.5,38
1,2,144,564.29,4,3,3,4,0,6,0.82,1.5,38
1,2,145,576.07,4,3,3,3,1,6,1.37,1.5,38
1,2,146,587.83,1,1,1,2,0,6,1.4,1.5,38
1,2,147,599.61,1,1,1,1,1,4,0.63,0.5,38
1,2,148,608.39,1,2,2,1,0,8,1.21,1.5,38
1,2,149,622.16,3,3,3,3,1,4,2.27,1.5,38
1,2,150,631.94,4,3,3,4,0,4,0.82,3.5,38
1,2,151,643.72,3,3,3,3,1,8,0.59,1.5,38
1,2,152,657.48,3,3,3,3,1,8,1.83,4.5,38
1,2,153,674.26,4,4,4,4,1,6,1.76,4.5,38
1,2,154,689.04,2,2,2,2,1,4,1.5,8,38
1,2,155,705.32,4,4,4,4,1,4,0.87,8,38
1,2,156,721.58,3,3,3,2,0,6,1.62,1.5,38
1,2,157,733.36,3,3,3,3,1,6,1.02,6.5,38
1,2,158,750.12,2,2,2,2,1,4,0.71,6.5,38
1,2,159,764.9,2,2,2,2,1,4,1.41,0.5,38
1,2,160,773.68,1,1,1,1,1,8,1.08,3.5,38
1,2,161,789.45,1,1,1,1,1,6,0.97,2.5,38
1,2,162,802.23,1,2,2,1,0,6,0.83,2.5,38
1,2,163,815.01,4,3,3,3,1,4,6.43,8,38
1,2,164,831.29,4,4,4,4,1,8,10.54,6.5,38
1,2,165,850.06,1,1,1,1,1,6,1.01,1.5,38
1,2,166,861.83,2,1,1,2,0,8,1.05,0.5,38
1,2,167,874.61,2,2,2,2,1,4,0.74,8,38
1,2,168,890.87,3,4,4,3,0,6,7.83,7.5,38
1,2,169,908.65,2,2,2,2,1,6,1.37,1.5,38
1,2,170,920.41,1,2,2,1,0,4,0.96,1.5,38
1,2,171,930.19,1,1,1,1,1,4,0.78,1.5,38
1,2,172,939.97,2,2,2,2,1,8,1.2,8,38
1,2,173,960.25,3,3,3,3,1,6,1.1,4.5,38
1,2,174,975.03,3,4,4,4,1,4,6.32,8,38
1,2,175,991.31,4,4,4,4,1,8,9.89,1.5,38
1,2,176,1005.09,4,4,4,4,1,4,1.02,3.5,38
1,2,177,1016.85,2,2,2,2,1,6,0.79,3.5,38
1,2,178,1030.63,1,1,1,1,1,6,1.45,6.5,38
1,2,179,1047.41,3,4,4,2,0,6,1.93,0.5,38
1,2,180,1058.18,4,3,3,4,0,6,4.77,1.5,38
2,1,1,0.51,1,1,1,1,1,1,2.58,0.5,38
2,1,2,5.29,4,3,3,3,1,1,3.34,1.5,38
2,1,3,11.05,3,4,4,4,1,1,2.47,0.5,38
2,1,4,15.82,3,3,3,4,0,1,1.35,0.5,38
2,1,5,20.58,1,2,2,1,0,1,1.31,4.5,38
2,1,6,29.35,4,4,4,3,0,1,2.68,3.5,38
2,1,7,37.13,4,4,4,4,1,1,2.59,1.5,38
2,1,8,42.89,3,3,3,3,1,1,2.23,3.5,38
2,1,9,50.68,4,4,4,4,1,1,2.62,0.5,38
2,1,10,55.44,2,2,2,2,1,1,2.37,0.5,38
2,1,11,60.21,3,3,3,3,1,1,2.88,1.5,38
2,1,12,65.97,4,3,3,3,1,1,2.97,2.5,38
2,1,13,72.74,1,1,1,1,1,1,2.18,1.5,38
2,1,14,78.5,3,4,4,4,1,1,2.66,3.5,38
2,1,15,86.27,4,4,4,4,1,1,3.03,8,38
2,1,16,98.53,3,3,3,3,1,1,2.26,0.5,38
2,1,17,103.3,1,1,1,1,1,1,2.94,1.5,38
2,1,18,109.06,3,3,3,3,1,1,2.76,5.5,38
2,1,19,118.84,4,4,4,4,1,1,2.77,5.5,38
2,1,20,128.61,3,3,3,3,1,1,2.73,1.5,38
2,1,21,134.39,3,4,4,4,1,1,3.44,0.5,38
2,1,22,139.15,3,3,3,3,1,1,2.43,2.5,38
2,1,23,145.92,1,1,1,1,1,1,2.21,2.5,38
2,1,24,152.68,3,3,3,3,1,1,3.12,0.5,38
2,1,25,157.45,2,2,2,2,1,1,2.18,0.5,38
2,1,26,162.23,1,2,2,1,0,1,1.18,0.5,38
2,1,27,166.99,4,4,4,4,1,1,2.56,1.5,38
2,1,28,172.78,4,3,3,3,1,1,2.74,1.5,38
2,1,29,178.54,2,2,2,2,1,1,2.13,0.5,38
2,1,30,183.31,1,2,2,1,0,1,1.11,3.5,38
2,1,31,191.09,2,1,1,2,0,1,1.53,5.5,38
2,1,32,200.85,4,3,3,3,1,1,2.58,3.5,38
2,1,33,208.63,4,4,4,4,1,1,3.39,0.5,38
2,1,34,213.4,3,3,3,2,0,1,3.03,0.5,38
2,1,35,218.16,3,4,4,4,1,1,2.43,0.5,38
2,1,36,222.93,1,2,2,NA,NA,1,NA,4.5,38
2,1,37,231.69,3,3,3,3,1,1,2.35,0.5,38
2,1,38,236.46,3,3,3,3,1,1,2.13,0.5,38
2,1,39,241.23,1,1,1,1,1,1,1.15,5.5,38
2,1,40,251.01,2,1,1,2,0,1,0.83,0.5,38
2,1,41,255.77,2,2,2,1,0,1,2.11,4.5,38
2,1,42,264.55,4,4,4,4,1,1,3.25,5.5,38
2,1,43,274.33,1,2,2,2,1,1,2.27,3.5,38
2,1,44,282.1,2,1,1,1,1,1,2.41,0.5,38
2,1,45,286.88,4,4,4,4,1,1,2.43,0.5,38
2,1,46,291.65,3,3,3,3,1,1,2.36,0.5,38
2,1,47,296.41,2,2,2,2,1,1,3.04,0.5,38
2,1,48,301.18,2,2,2,2,1,1,2.5,0.5,38
2,1,49,305.94,1,2,2,NA,NA,1,NA,3.5,38
2,1,50,313.71,4,3,3,3,1,1,2.48,0.5,38
2,1,51,318.47,1,1,1,1,1,1,2.57,2.5,38
2,1,52,325.24,1,2,2,2,1,1,2.5,0.5,38
2,1,53,330,3,3,3,3,1,1,2.52,2.5,38
2,1,54,336.78,2,1,1,1,1,1,2.58,5.5,38
2,1,55,346.55,2,2,2,2,1,1,2.49,4.5,38
2,1,56,355.33,4,3,3,3,1,1,2.45,0.5,38
2,1,57,360.09,1,2,2,2,1,1,2.64,4.5,38
2,1,58,368.86,3,3,3,3,1,1,2.52,0.5,38
